Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-16 13:30:00+00:00,247.50999450683594,217.5749969482422,255.42999267578125,719.9301147460938,1200.3199462890625,248.3800048828125,218.58999633789062,257.5799865722656,725.489990234375,1216.7099609375,246.17999267578125,215.2899932861328,252.38999938964844,717.489990234375,1198.2166748046875,248.27000427246094,215.6699981689453,252.47000122070312,717.5599975585938,1212.1500244140625,9564057,9257748,5904503,2035894,600363
2025-10-16 14:30:00+00:00,248.23500061035156,216.75999450683594,254.85000610351562,719.125,1195.280029296875,249.0399932861328,218.53500366210938,256.9100036621094,722.114990234375,1208.6600341796875,247.48170471191406,216.5153045654297,254.72999572753906,718.6099853515625,1195.27001953125,247.49000549316406,217.5970001220703,255.5413055419922,719.8350219726562,1199.8199462890625,4826932,3851239,1906922,786962,338437
2025-10-16 15:30:00+00:00,247.72000122070312,215.5,252.9149932861328,713.1500244140625,1189.06005859375,248.66310119628906,217.0399932861328,255.42999267578125,720.3989868164062,1196.3499755859375,247.03500366210938,215.4300994873047,252.8336944580078,712.8001098632812,1188.263671875,248.1699981689453,216.75,254.80999755859375,719.0700073242188,1195.0,3305994,3656254,1403542,868860,347924
2025-10-16 16:30:00+00:00,247.22000122070312,215.52999877929688,253.5,711.9500122070312,1188.77001953125,247.7720947265625,215.86000061035156,253.75,713.780029296875,1189.969970703125,246.0399932861328,213.8800048828125,251.50999450683594,709.5401000976562,1181.1258544921875,247.70010375976562,215.5,252.88999938964844,712.5,1188.510009765625,4045208,5533686,1467532,979445,336606
2025-10-16 17:30:00+00:00,245.66000366210938,213.17999267578125,251.64100646972656,705.4365234375,1180.1573486328125,247.4199981689453,215.75999450683594,253.72999572753906,712.72998046875,1189.58984375,245.25999450683594,213.13999938964844,250.6699981689453,703.8800048828125,1177.9100341796875,247.22000122070312,215.50999450683594,253.4600067138672,711.8200073242188,1188.77001953125,3995746,4659136,1237440,1075991,239168
2025-10-16 18:30:00+00:00,246.5500030517578,214.07000732421875,252.11000061035156,708.5599975585938,1179.4000244140625,247.02000427246094,214.8699951171875,252.86000061035156,710.5,1182.5,245.1300048828125,212.8101043701172,250.91000366210938,704.3599853515625,1176.155029296875,245.63999938964844,213.1999969482422,251.64439392089844,705.4349975585938,1179.4100341796875,3603265,5234988,1346462,888484,239063
2025-10-16 19:30:00+00:00,247.42999267578125,214.47000122070312,251.8800048828125,712.0599975585938,1183.2249755859375,247.91000366210938,215.0,252.74000549316406,713.0,1185.125,246.35000610351562,213.63999938964844,251.61000061035156,707.7239990234375,1177.8499755859375,246.55999755859375,214.10000610351562,252.15049743652344,708.5599975585938,1179.6300048828125,3734949,4346792,2758143,963254,406051
2025-10-17 13:30:00+00:00,249.5601043701172,213.9600067138672,252.1300048828125,713.8200073242188,1194.6199951171875,250.32000732421875,214.8000030517578,252.88999938964844,715.739990234375,1196.0,247.27000427246094,212.6199951171875,248.58999633789062,706.1199951171875,1178.9599609375,248.02000427246094,214.55999755859375,251.34500122070312,707.0750122070312,1183.5999755859375,11142993,10392685,4548744,2995068,659310
2025-10-17 14:30:00+00:00,248.47999572753906,211.58999633789062,251.0399932861328,708.9603881835938,1189.9300537109375,249.86000061035156,213.96499633789062,252.47999572753906,713.989990234375,1197.041015625,248.22999572753906,211.1199951171875,250.625,707.3599853515625,1188.8199462890625,249.6439971923828,213.96499633789062,252.0800018310547,713.7050170898438,1194.47998046875,3459331,7630123,2490852,1305341,471388
2025-10-17 15:30:00+00:00,250.29649353027344,213.05999755859375,253.5500030517578,712.6900024414062,1197.25,250.35000610351562,213.24000549316406,253.67999267578125,713.5900268554688,1199.1319580078125,248.09719848632812,211.02999877929688,250.33999633789062,706.8099975585938,1185.5899658203125,248.47999572753906,211.59500122070312,251.05999755859375,708.894775390625,1189.9200439453125,4277714,6111493,1602856,1121503,383715
2025-10-17 16:30:00+00:00,250.81500244140625,212.36639404296875,252.3524932861328,711.8499755859375,1194.2850341796875,251.36000061035156,213.28860473632812,253.92990112304688,713.6900024414062,1200.1600341796875,250.27520751953125,212.1199951171875,251.83999633789062,710.1408081054688,1193.010009765625,250.29330444335938,213.0449981689453,253.5500030517578,712.9000244140625,1197.64501953125,6063960,3793387,1283842,644011,195281
2025-10-17 17:30:00+00:00,252.3000030517578,213.68499755859375,254.3000030517578,716.3200073242188,1201.25,252.53500366210938,213.7899932861328,254.8769989013672,716.8300170898438,1201.75,250.2449951171875,212.05499267578125,252.22999572753906,711.1500854492188,1194.6099853515625,250.8000030517578,212.3350067138672,252.3000030517578,711.7000732421875,1195.0599365234375,3952984,3603787,1256385,1866966,303805
2025-10-17 18:30:00+00:00,252.75999450683594,213.25999450683594,253.8300018310547,717.1649780273438,1201.2874755859375,252.82000732421875,213.76499938964844,254.4499969482422,717.5399780273438,1203.1199951171875,251.6999969482422,212.94000244140625,253.11000061035156,715.4199829101562,1198.94580078125,252.2823944091797,213.67999267578125,254.28550720214844,716.5800170898438,1201.1300048828125,3982655,3656818,1424354,782473,239302
2025-10-17 19:30:00+00:00,252.3000030517578,213.0500030517578,253.82000732421875,716.6699829101562,1199.3699951171875,253.3800048828125,213.3800048828125,254.2100067138672,718.5399780273438,1201.3599853515625,252.1199951171875,212.77999877929688,253.36000061035156,716.010009765625,1198.7900390625,252.75,213.25,253.83999633789062,717.0700073242188,1200.1500244140625,7247788,4248314,2057389,1405410,270817
2025-10-20 13:30:00+00:00,259.5050048828125,215.3300018310547,256.5950012207031,731.72998046875,1224.75,259.8699951171875,215.3699951171875,256.8699951171875,732.27001953125,1226.239990234375,255.6300048828125,213.58999633789062,254.60000610351562,720.1799926757812,1206.9000244140625,255.88499450683594,213.8000030517578,255.16000366210938,721.25,1207.875,19526731,8658353,3376052,2719056,1115449
2025-10-20 14:30:00+00:00,262.57000732421875,214.64999389648438,256.8699951171875,729.9299926757812,1233.93701171875,263.54998779296875,215.66000366210938,257.04998779296875,732.3699951171875,1234.300048828125,259.07000732421875,214.55999755859375,255.97999572753906,728.8099975585938,1223.530029296875,259.489990234375,215.33999633789062,256.5950012207031,731.6900024414062,1225.3399658203125,20690049,4483248,1417687,1093441,452425
2025-10-20 15:30:00+00:00,263.489990234375,214.8800048828125,256.8599853515625,731.1300048828125,1235.52001953125,264.375,215.1909942626953,257.8699951171875,731.7088012695312,1236.5,262.4175109863281,214.49000549316406,256.6400146484375,728.5,1231.449951171875,262.54998779296875,214.65499877929688,256.8900146484375,730.0999755859375,1234.2327880859375,13764809,2935631,1229691,864571,353208
2025-10-20 16:30:00+00:00,263.1650085449219,215.7100067138672,256.75,732.0,1240.9957275390625,264.2099914550781,216.0500030517578,257.5199890136719,732.5499877929688,1241.449951171875,262.6499938964844,214.67999267578125,256.6476135253906,729.8300170898438,1234.820068359375,263.4800109863281,214.8699951171875,256.8500061035156,731.1099853515625,1235.75,8089517,2596339,936526,627716,301028
2025-10-20 17:30:00+00:00,263.7300109863281,215.72000122070312,256.7300109863281,733.1500244140625,1245.1710205078125,263.8299865722656,216.14999389648438,257.0899963378906,733.5598754882812,1247.760009765625,262.7900085449219,215.52999877929688,256.3800048828125,731.9000244140625,1240.47998046875,263.17999267578125,215.6811065673828,256.760009765625,732.125,1241.364013671875,4756799,2303812,611303,742534,389727
2025-10-20 18:30:00+00:00,263.4200134277344,216.35499572753906,256.9700012207031,733.02001953125,1239.93603515625,263.80999755859375,216.60800170898438,257.5199890136719,733.77001953125,1245.25,263.0400085449219,215.66000366210938,256.4949951171875,731.3300170898438,1237.0400390625,263.739990234375,215.72000122070312,256.760009765625,733.1400146484375,1245.2379150390625,5423277,3054110,1119155,738067,383346
2025-10-20 19:30:00+00:00,262.2300109863281,216.47000122070312,257.0799865722656,732.3900146484375,1238.97998046875,263.8500061035156,216.64999389648438,257.56170654296875,733.0750122070312,1241.68505859375,261.92999267578125,216.22999572753906,256.8389892578125,731.52001953125,1237.0,263.44000244140625,216.36000061035156,256.95001220703125,733.0750122070312,1239.9849853515625,8021467,3035312,1356575,949556,383592
2025-10-21 13:30:00+00:00,263.4999084472656,221.72000122070312,252.4781951904297,732.7949829101562,1238.1800537109375,265.2900085449219,222.23989868164062,255.3300018310547,738.5,1248.599853515625,261.8800048828125,218.0,252.0,731.280029296875,1231.7750244140625,261.8800048828125,218.40499877929688,255.3300018310547,736.260009765625,1242.0,17003580,14973073,3890195,2027490,1122008
2025-10-21 14:30:00+00:00,263.6619873046875,221.97000122070312,246.86000061035156,730.3101196289062,1239.6300048828125,263.8299865722656,222.3699951171875,253.3300018310547,733.7999877929688,1241.699951171875,262.510009765625,220.77000427246094,244.67999267578125,728.7999877929688,1236.4000244140625,263.4599914550781,221.6999969482422,252.4550018310547,732.780029296875,1238.1700439453125,4721265,6236489,6709749,1056245,436881
2025-10-21 15:30:00+00:00,263.1700134277344,222.97500610351562,249.5800018310547,733.7349853515625,1241.7049560546875,264.5350036621094,223.14999389648438,250.27000427246094,734.489990234375,1244.1500244140625,263.0801086425781,221.52000427246094,246.4600067138672,729.22900390625,1239.487548828125,263.6700134277344,221.9600067138672,246.85000610351562,730.4099731445312,1239.6700439453125,5514253,5438723,4494131,837249,436101
2025-10-21 16:30:00+00:00,263.3265075683594,221.5449981689453,252.10499572753906,732.6834716796875,1240.9449462890625,263.6799011230469,223.32000732421875,252.94000244140625,734.75,1243.9300537109375,262.8475036621094,221.15499877929688,248.0500030517578,729.780029296875,1239.425537109375,263.1600036621094,222.97000122070312,249.5749969482422,733.8699951171875,1241.739990234375,2671606,5352732,5059000,891683,349290
2025-10-21 17:30:00+00:00,263.44989013671875,222.5843048095703,252.75,732.989990234375,1241.3299560546875,264.04998779296875,222.6649932861328,253.27200317382812,733.3300170898438,1243.6199951171875,262.1499938964844,221.52000427246094,251.1199951171875,731.6959838867188,1240.77001953125,263.3258056640625,221.5449981689453,252.0800018310547,732.8150024414062,1240.9140625,3718095,3617774,2560589,420310,341540
2025-10-21 18:30:00+00:00,263.0849914550781,222.4600067138672,252.19500732421875,733.885009765625,1240.969970703125,263.7381896972656,223.14990234375,253.0399932861328,734.1900024414062,1243.989990234375,262.95001220703125,222.24009704589844,251.94000244140625,732.010009765625,1239.9000244140625,263.4495849609375,222.58999633789062,252.7449951171875,732.9099731445312,1241.39501953125,3430980,3906114,1428354,588085,591637
2025-10-21 19:30:00+00:00,262.8399963378906,222.02999877929688,251.32000732421875,733.2490234375,1241.780029296875,263.2099914550781,222.49130249023438,252.3300018310547,734.25,1243.000244140625,262.4700012207031,221.9499969482422,251.27000427246094,732.510009765625,1239.0,263.0950012207031,222.4600067138672,252.22000122070312,733.6300048828125,1240.3489990234375,3493018,3551617,1673729,653053,772283
2025-10-22 13:30:00+00:00,260.0498962402344,217.4499969482422,253.89999389648438,732.3400268554688,1122.72998046875,262.8500061035156,220.0050048828125,257.0799865722656,740.5900268554688,1157.5,259.7200012207031,217.3300018310547,253.6649932861328,731.0590209960938,1122.3900146484375,262.7900085449219,219.42999267578125,255.0399932861328,733.4000244140625,1143.3599853515625,9155667,10490922,5033181,2161926,5915248
2025-10-22 14:30:00+00:00,258.4299011230469,218.73989868164062,253.67999267578125,729.6300048828125,1117.4200439453125,261.1300048828125,218.9600067138672,257.17999267578125,736.6334838867188,1125.469970703125,257.6401062011719,216.91000366210938,252.8699951171875,729.6300048828125,1114.6500244140625,260.0,217.43800354003906,253.9250030517578,732.5499877929688,1123.280029296875,5930214,6425894,3974722,1388235,2607312
2025-10-22 15:30:00+00:00,258.54998779296875,218.97000122070312,252.4600067138672,730.02001953125,1119.0150146484375,259.489990234375,219.75999450683594,254.8300018310547,733.4600219726562,1124.52001953125,258.04998779296875,218.3800048828125,252.27999877929688,728.3400268554688,1115.783447265625,258.45001220703125,218.74000549316406,253.72000122070312,729.6599731445312,1117.385009765625,3763921,3499390,2073807,645997,1299285
2025-10-22 16:30:00+00:00,256.69140625,217.8000030517578,251.58999633789062,727.1699829101562,1115.4449462890625,258.7699890136719,219.05999755859375,252.77000427246094,730.7100219726562,1119.5399169921875,256.29998779296875,217.47999572753906,250.4510040283203,724.8699951171875,1112.51904296875,258.54998779296875,218.9600067138672,252.41000366210938,730.510009765625,1118.9200439453125,4679141,4014663,1843035,682730,1209837
2025-10-22 17:30:00+00:00,256.5509948730469,217.30499267578125,251.97109985351562,728.9276733398438,1123.3599853515625,257.0798034667969,217.80999755859375,252.22000122070312,729.1799926757812,1123.6800537109375,255.42999267578125,216.52000427246094,250.62420654296875,724.030029296875,1114.5,256.6700134277344,217.78500366210938,251.5800018310547,726.6400146484375,1115.43994140625,4221043,4435868,1352067,629279,1022550
2025-10-22 18:30:00+00:00,257.510009765625,218.27000427246094,252.44000244140625,732.510009765625,1116.2950439453125,257.67999267578125,218.3300018310547,252.75999450683594,732.8400268554688,1125.8499755859375,256.1400146484375,217.00999450683594,251.57640075683594,728.5,1115.5999755859375,256.54998779296875,217.30499267578125,251.97000122070312,728.9450073242188,1123.1400146484375,3195141,3707985,1246308,849802,964885
2025-10-22 19:30:00+00:00,258.42999267578125,217.97000122070312,252.52000427246094,733.2999877929688,1116.68994140625,258.80999755859375,218.3800048828125,252.75999450683594,733.7000122070312,1121.4722900390625,257.42999267578125,217.54100036621094,251.67999267578125,732.25,1115.157958984375,257.5199890136719,218.2899932861328,252.39999389648438,732.510009765625,1116.5400390625,4263522,3486824,1323816,723970,1005395
